"C0300020","SUNSHINE CURTAINS, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","DAVID M SUSSWEIN
4701 S SANTA FE AVE
LOS ANGELES CA 90058","4701 S SANTA FE AVENUE
LOS ANGELES CA 90058","4701 S SANTA FE AVENUE
LOS ANGELES CA 90058"
"C0300021","CYPRESS MISSIONARY BAPTIST CHURCH","03/22/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","DOUGLAS A HOOPER
918 RANCH RD
GALT CA 95632","7933 BRADSHAW RD
SACRAMENTO CA 95829","PO BOX 293384
SACRAMENTO CA 95829-3384"
"C0300022","PACIFIC INTERNATIONAL TOURS, INC.","03/18/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","EDWARD J BOESSENECKER
690 MARKET ST STE 1400
SAN FRANCISCO CA 94104","*","760 MARKET ST #937
SAN FRANCISCO CA 94102"
"C0300025","FORRESTER MUTUAL WATER COMPANY, INC.","03/18/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","100 PK CTR PLAZA
SAN JOSE CA 95113"
"C0300026","KENNEDY ROAD MUTUAL WATER COMPANY, INC.","03/18/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300027","SENSIENT IMAGING TECHNOLOGIES INC.","03/18/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","C T CORPORATION SYSTEM (C0168406)
To find the most current California registered Corporate Agent for Service of Process address and authorized employee(s) information, click the link above and then select the most current 1505 Certificate.","777 EAST WISCONSIN AVENUE
MILWAUKEE WI 53202","777 EAST WISCONSIN AVENUE
MILWAUKEE WI 53202"
"C0300029","LESTIN HOMES, INC.","03/18/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300030","CLAIREMONT MEDICAL PHARMACY","03/18/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","233 A ST
SAN DIEGO CA 92101"
"C0300031","CASS ELECTRONICS","03/18/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","DONALD L LANDRETH
3280 ADAMS ST
ALAMEDA CA 94501","801 SEVENTH AVE
OAKLAND CA 94606","PO BOX 30848
OAKLAND CA 94604"
"C0300032","PALOS VERDES PHOTO SERVICE","03/18/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","1146 GARDENA BLVD
GARDENA CA 90247"
"C0300040","DEETER IMPROVEMENT, INC.","03/18/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","BOX 368
TAHOE VISTA CA 95732"
"C0300043","LEROY'S JEWELERS OF INGLEWOOD","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300044","LEROY'S JEWELERS OF FRESNO","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300047","BELL EXPLORATION AND DEVELOPMENT CORPORATION","03/21/1955","DELAWARE","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300048","TWENTIETH CENTURY-FOX TELEVISION, INC.","03/21/1955","DELAWARE","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300049","WAFLINS, INC.","03/21/1955","OHIO","FOREIGN STOCK","FTB FORFEITED","*","*","*"
"C0300050","CENTRAL WOOL WAREHOUSE CORPORATION","03/21/1955","MASSACHUSETTS","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300051","HAMPTON PLYWOOD COMPANY","03/21/1955","OREGON","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300055","GEORGE J. ROSSI CONSTRUCTION CO., INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","920 W. SANTA INEZ
HILLSBOROUGH CA 94010"
"C0300056","VOWELS CONSTRUCTION COMPANY, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","843 CIENEGUITAS RD.
SANTA BARBARA CA 93110"
"C0300057","TELEVISION INDUSTRY TRAINING, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300058","BLUEMOUND CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300063","ANIVOC LAND CO.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300064","ASSOCIATED COMMODITIES INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300065","FIVECO LAND CO.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300071","WILCOX HOMES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300072","ANAHEIM POULTRY RANCH","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300073","A.M.A. MACHINE WORKS","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300074","VOGUE FURNITURE, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300075","THE WILLIS CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300076","YALE ENTERPRISES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300077","TORQUE-O-MATIC DEVICES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300078","STATION WAGONS, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300081","NOYES INVESTMENT CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300082","METAL PROTECTION CO.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300083","EARTHWORM BORING MACHINE, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","PAUL R. GARDNER, JR
540 EAST CARLTON STREET
ONTARIO CA 91761","540 EAST CARLTON STREET
ONTARIO CA 91761","PO BOX 233
ONTARIO CA 91761"
"C0300085","MANAGEMENT APPRAISAL ASSOCIATES","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300086","ROSAMOND PARK HOMES","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300087","BENDHEIM, LEEDS & CO.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","930 CALIFORNIA AVE RM 204
SANTA MONICA CA 90403"
"C0300088","BEVIT ENTERPRISES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","CHRISTINE ANN BAKER
6762 FERRIS SQUARE
SAN DIEGO CA 92121","6363 FERRIS SQUARE
SAN DIEGO CA 92121","6363 FERRIS SQUARE
SAN DIEGO CA 92121"
"C0300089","C. L. A. CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300091","CAVALCADE OF CALIFORNIA, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300092","BLOOMQUIST TILE CO.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","CATHERINE E BLOOMQUIST
2818 CAROLINA AVE
REDWOOD CITY CA 94061","*","2818 CAROLINA AVE.
REDWOOD CITY CA 94061"
"C0300094","LONROY","03/21/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","JAMES P BARKLEY
19121 EL TORO RD
EL TORO CA 92630","19121 EL TORO RD
EL TORO CA 92630","PO BOX 797
TRABUCO CANYON CA 92678"
"C0300096","LAWRENCE LOGGING CO., A CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300098","KENT ASSOCIATES","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300099","JUNIOR SPORTSMEN OF KINGS COUNTY","03/21/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300100","CASTRO VALLEY MEDICAL REALTY, INCORPORATED","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300102","BAY SHORE MOTORS OF CORONADO","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300103","NORTHERN SLOPE LAND CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300104","DOXOL GAS OF EUREKA","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300105","ROAD EQUIPMENT CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","985 BLOSSOM HILL ROAD
SAN JOSE CA 95123"
"C0300107","SOUTHERN SLOPE LAND CORPORATION","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300108","SUPER LIQUOR STORES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300109","BAY ISLE HOMES, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300113","GIN ON REALTY COMPANY","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","PING DARE
1130 CLAY ST
SAN FRANCISCO CA 94108","*","812 WASHINGTON ST
SAN FRANCISCO CA 94108"
"C0300114","CORKLYN ENVELOPE COMPANY, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300116","COMPREHENSIVE INSURANCE AGENCY","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300117","ELMAC, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300121","CONSOLIDATED FUR FARM, INCORPORATED","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300122","LAURENTIDE FINANCE CORPORATION OF FREMONT","03/21/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300123","BARNES HEATING AND SERVICE INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300124","TELEVISION SERVICE DEALERS ASSOCIATION OF SAN MATEO COUNTY","03/21/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300125","FAR WEST CONCEPTS, INC.","03/21/1955","CALIFORNIA","DOMESTIC STOCK","CONVERTED-OUT","CAPITOL CORPORATE SERVICES, INC. (C1990324)
To find the most current California registered Corporate Agent for Service of Process address and authorized employee(s) information, click the link above and then select the most current 1505 Certificate.","120 CHULA VISTA
HOLLYWOOD PARK TX 78232","120 CHULA VISTA
HOLLYWOOD PARK TX 78232"
"C0300126","SALTA PONTIAC","03/21/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","ROBERT C JOHNSON
4040 PARAMOUNT BLVD
LAKEWOOD CA 90712","4040 PARAMOUNT BLVD
LAKEWOOD CA 90712","PO BOX 6025
LAKEWOOD CA 90714-6025"
"C0300128","SLO PILOTS, INC.","03/21/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","KEITH GODFREY
963 BROAD ST
SAN LUIS OBISPO CA 93401","963 BROAD ST
SAN LUIS OBISPO CA 93401","963 BROAD ST
SAN LUIS OBISPO CA 93401"
"C0300129","SOQUEL CHAMBER OF COMMERCE, INC.","03/21/1955","CALIFORNIA","DOMESTIC NONPROFIT","SOS SUSPENDED","TOM CAVIN
2805 PORTER ST.
SOQUEL CA 95073","*","PO BOX 333
SOQUEL CA 95073"
"C0300130","BEVERLY HILLS 393 ASSOCIATION","03/22/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300131","UNIT-BILT, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","170 QUINT STREET
SAN FRANCISCO CA 94124"
"C0300132","VALLEY BROKERAGE, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300133","STROM & STOLICH, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300136","LILLIAN'S","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","GLENDA F GUY
3333 BRISTOL ST
COSTA MESA CA 92626","*","3333 BRISTOL ST.
COSTA MESA CA 92626"
"C0300137","H. & M. BANANA CO. OF CALIFORNIA, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","JEROME EISENBERG
4408 MURIETTA AVE #14
SHERMAN OAKS CA 91423","4408 MURIETTA AVE #14
SHERMAN OAKS CA 91423","4408 MURIETTA AVE #14
SHERMAN OAKS CA 91423"
"C0300139","GOODMAN BUILDING SUPPLY COMPANY","03/22/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","ZVIKI GOVRIN
775 REDWOOD HIGHWAY
MILL VALLEY CA 94941","775 REDWOOD HIGHWAY
MILL VALLEY CA 94941","775 REDWOOD HIGHWAY
MILL VALLEY CA 94941"
"C0300140","CALIFORNIA AUTO DETECTIVE BUREAU, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300141","BETTER MEAT CO., INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300142","COLMEC, INCORPORATED","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300143","PALMDALE COMMUNITY HOSPITAL, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300146","SWIFT-CHAPLIN, INCORPORATED","03/22/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","1132 NO. HIGHLAND AVE.
HOLLYWOOD CA 90038"
"C0300147","MANNIE FEIGENBAUM INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","JOEL SACHS
1925 CENTURY PARK EAST, STE 2100
LOS ANGELES CA 90067","449 S. HEWITT ST.
LOS ANGELES CA 90013","449 S. HEWITT ST.
LOS ANGELES CA 90013"
"C0300151","CATHEDRAL CANYON ESTATES INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300152","AIR FRAME INSPECTION, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300156","WARREN'S CHRISTMAS TREES, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300157","INDEPENDENT RENDERERS INC","03/23/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","DAVID NEVIS
777 NORTH FIRST STREET
SAN JOSE CA 95112","4142 WESTERN DRIVE
RICHMOND CA 94807","P. O. BOX 87, POINT STATION
RICHMOND CA 94807"
"C0300158","GENERAL INDUSTRIAL TOOL & SUPPLY, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","MARY SAWIN
11939 GORHAM, UNIT #201
LOS ANGELES CA 90049","7649 SAN FERNANDO ROAD
BURBANK CA 91505","7649 SAN FERNANDO ROAD
BURBANK CA 91505"
"C0300159","HUMANGOOD SOCAL","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","COGENCY GLOBAL INC. (C2003899)
To find the most current California registered Corporate Agent for Service of Process address and authorized employee(s) information, click the link above and then select the most current 1505 Certificate.","6120 STONERIDGE MALL RD #300
PLEASANTON CA 94588","6120 STONERIDGE MALL RD #300
PLEASANTON CA 94588"
"C0300160","STUTLER BROTHERS TRAILER SALES","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","4488 PERALTA BLVD
FREMONT CA 94536"
"C0300161","TIRANA, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300162","ALVA, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300163","AMPERE, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300164","ARBLAY, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300165","AUBER, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300166","BADEN, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300167","BIERCE, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300168","BOLEYN, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300169","BRUNO, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300170","CAMBON, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300171","CAPET, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300172","CHEYNE, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300173","COBDEN, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300178","JUNEAU, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300179","JOWETT, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300180","KILMER, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300185","MONTFORT, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300192","QUARLES, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300194","ROCHDALE, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","5716 SUMMIT
PALOS VERDES PENINSULA CA"
"C0300197","SARGON, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300199","SHAYS, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300200","TARQUIN, INC.","03/22/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300201","TOLLER, INC.","03/23/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300202","THE W. D. CROSBY COMPANY, INCORPORATED","03/23/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300203","SONOMA COUNTY FAIR AND EXPOSITION, INC.","03/24/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","MICHAEL MARGETTS
1350 BENNETT VALLEY ROAD
SANTA ROSA CA 95404","11350 BENNETT VALLEY ROAD
SANTA ROSA CA 95404","11350 BENNETT VALLEY ROAD
SANTA ROSA CA 95404"
"C0300204","ORANGE COUNTY CRUSADE FOR CHRIST","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300205","LINCOLN PARENT-TEACHER ASSOCIATION OF LA CRESCENTA","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","WENDY TATEISHI
3701 BEECHGLEN DRIVE
LA CRESCENTA CA 91214","4310 NEW YORK AVENUE
LA CRESCENTA CA 91214","4310 NEW YORK AVENUE
LA CRESCENTA CA 91214"
"C0300206","CHOKER'S, INC.","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300207","WHITE ROSE CHURCH OF GOD IN CHRIST, INC.","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","MARY H WINTERS
1232 WEST 23RD STREET
LONG BEACH CA 90810","1001 E ANAHEIM STREET
LONG BEACH CA 90813","1001 EAST ANAHEIM STREET
LONG BEACH CA 90813"
"C0300208","TUOLUMNE COUNTY GIRL SCOUT COUNCIL","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","*","*","*"
"C0300209","BERNARD SPIEGEL FOUNDATION","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","SOS/FTB SUSPENDED","BERNARD SPIEGEL
200 S FORMOSA AVE
LOS ANGELES CA 90036","200 S FORMOSA AVE
LOS ANGELES CA 90036","200 S FORMOSA AVE
LOS ANGELES CA 90036"
"C0300210","THE ROSELYNN COMPANY","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","*","*","3700 WILSHIRE BLVD RM 860
LOS ANGELES CA 90010"
"C0300211","ROCCA FUND, INC.","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","*","*","100 CALIFORNIA ST RM 440
SAN FRANCISCO CA 94111"
"C0300212","RIDGECREST LODGE NO. 1913, BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","WILLE EDWARDS
321 DAWN COURT
RIDGECREST CA 93555","201 E. CHURCH AVENUE
RIDGECREST CA 93555","P.O. BOX 775
RIDGECREST CA 93556"
"C0300213","JENNINGS TERRACE IMPROVEMENT CLUB","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","*","*","*"
"C0300214","HOBBY INDUSTRY ASSOCIATION OF NORTHERN CALIFORNIA, INC.","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","SOS/FTB SUSPENDED","DON GRANT
107 FAIRWAY DR
DALY CITY CA 94015","*","107 FAIRWAY
DALY CITY CA 94015"
"C0300215","FOOTHILL BOULEVARD AREA BUSINESS AND PROPERTY OWNERS ASSOCIATION, INC.","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300216","THE FIRST PENTECOSTAL CHURCH OF OROSI","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","WILLIAM GUERRERO
12099 BERMUDA STREET
VISALIA CA 93292","41513 ROAD 124
OROSI CA 93647","41513 ROAD 124
OROSI CA 93647"
"C0300217","DESERT HOT SPRINGS LIBRARY ASSOCIATION","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300218","THE COUNTRY CHURCH, FULL GOSPEL","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","BILL ERIC SOUTH
915 CAMINO DEL SOL
CHULA VISTA CA 91910","560 EAST PALOMAR STREET
CHULA VISTA CA 91911","PO BOX 3335
CHULA VISTA CA 91909-3335"
"C0300219","THE CONTEMPORARY DANCERS FOUNDATION","03/23/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
